title	url	agency	description	format	update_frequency	cost	license
2001 Census data	http://www.stats.govt.nz/Census/2001-census-data.aspx	Statistics New Zealand	Every five years Statistics New Zealand makes an official count of the population and dwellings in New Zealand. Statistics New Zealand conducted the 2001 Census of Population and Dwellings on Tuesday, 6 March 2001.	Spreadsheet,HTML,PDF	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
2006 Census Areas File	http://www.stats.govt.nz/Census/2006CensusHomePage/~/link.aspx?_id=8816FBAFCD7A4F43B91D8950E33B2BE1&_z=z#2006	Statistics New Zealand	The Areas file is an electronic list that classifies meshblocks into larger geographic areas, such as area units, territorial authorities and regional councils. The Areas file, also known as a concordance file, provides a mapping of the geographic hierarchies so you can see how the various geographic boundaries link together.For each meshblock, there is a series of codes that link to any meshblock-defined geographic areas. All areas are set as at 1 January of the specified year. Concordance files are available from differing years, to enable data for the same area classification to be compared over time. A concordance file is useful to geographic information system (GIS) users.	CSV	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
2006 Census Meshblock Dataset	http://www.stats.govt.nz/Census/2006CensusHomePage/MeshblockDataset.aspx	Statistics New Zealand	The 2006 Census Meshblock dataset contains counts starting at the meshblock level for selected variables from the 2006, 2001 and 1996 Census of Population and Dwellings, rebased to 2006 Census boundaries. These counts are at the highest level of each variable’s classification. The dataset also contains counts for area units, wards, territorial authorities, and regional council areas.	CSV,Spreadsheet	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
2006 Census data	http://www.stats.govt.nz/Census/2006CensusHomePage.aspx	Statistics New Zealand	Every five years Statistics New Zealand makes an official count of the population and dwellings in New Zealand. Statistics New Zealand conducted the 2006 Census of Population and Dwellings on Tuesday, 7 March 2006.	Spreadsheet,HTML,PDF	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
2006/07 Gaming and Betting Activities Survey Data Tables	http://archive.hsc.org.nz/publications/2012/200607-GBAS-Data-Tables.html?destination=%2Fresearchpublications.html	Health Promotion Agency	These are tables of figures from the 2006/07 Gaming and Betting Activities Survey.	OTHER	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
2007 New Zealand Children’s Food and Drink Survey Data Tables	http://archive.hsc.org.nz/publications/2012/2007-CFDS-Data-Tables.html?destination=%2Fresearchpublications.html	Health Promotion Agency	The 2007 New Zealand Children’s Food and Drinks Survey is a nationwide survey of parents and caregivers of children aged 5 to 16 years. It is designed to benchmark knowledge, attitudes and views about healthy eating, and the extent to which they already use, or feel confident they can use, a range of tips (strategies) to help parents and caregivers provide healthy diets for their children.	PDF,OTHER	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
2009–2010 ‘Face the Facts’ Campaign Survey Data Tables	http://archive.hsc.org.nz/publications/2012/2009-2010-FTF-Survey-Tables	Health Promotion Agency	These are tables of figures from the 2009 ‘Face the Facts’ Campaign Benchmark Survey and the 2010 ‘Face the Facts’ Campaign Follow-up Survey.Face the Facts, which ran between 2009 and 2011, was an education initiative to inform New Zealanders about the facts surrounding tobacco use. It was designed to complement existing tobacco control initiatives and priorities and supported quit smoking messages.	OTHER	Other-Unknown	No	Creative Commons Attribution-No Derivative Works 3.0 New Zealand licence
2010 Annual Areas File	http://www.stats.govt.nz/Census/2006CensusHomePage/~/link.aspx?_id=8816FBAFCD7A4F43B91D8950E33B2BE1&_z=z#2010	Statistics New Zealand	The Areas file is an electronic list that classifies meshblocks into larger geographic areas, such as area units, territorial authorities and regional councils. The Areas file, also known as a concordance file, provides a mapping of the geographic hierarchies so you can see how the various geographic boundaries link together.For each meshblock, there is a series of codes that link to any meshblock-defined geographic areas. All areas are set as at 1 January of the specified year. Concordance files are available from differing years, to enable data for the same area classification to be compared over time. A concordance file is useful to geographic information system (GIS) users.	CSV,HTML	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
2010 ‘Never Let Your Child Get Sunburnt’ Evaluation Survey Data Tables	http://archive.hsc.org.nz/publications/2012/2010-NLYCGS-Eval-Data-Tables.html	Health Promotion Agency	These are tables of figures from the 2010 ‘Never Let Your Child Get Sunburnt’ Evaluation Survey.	OTHER	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
2012 Kiwis Count Channels Tables	http://www.ssc.govt.nz/kiwis-count-datasets	State Services Commission	2012 Kiwis Count Channels Tables	Spreadsheet	Other-Unknown	No	Other licensing (check with source agency)
2012 Report on the adoption of the Declaration on Open and Transparent Government	http://ict.govt.nz/guidance-and-resources/open-government/declaration-open-and-transparent-government/2012-report-adoption-declaration/	Land Information New Zealand	Data files containing the responses to the survey of agencies' adoption of the Declaration on Open and Transparent Government for the year to 31 March 2012	CSV	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
2013 Census	http://www.stats.govt.nz/Census/2013-census/data-tables.aspx	Statistics New Zealand	Every five years Statistics New Zealand makes an official count of the population and dwellings in New Zealand.	CSV,Spreadsheet,PDF	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
2013 Report on the adoption of the Declaration on Open and Transparent Government	http://ict.govt.nz/guidance-and-resources/open-government/declaration-open-and-transparent-government/2013-report-adoption-declaration/	Land Information New Zealand	Data files of agency responses to the survey on the adoption of the Declaration on Open and Transparent Government for the year ending 31 March 2013	CSV	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
2014 Gender stocktake of state sector boards and committees	http://women.govt.nz/documents/2014-gender-stocktake-state-sector-boards-and-committees-2015	Ministry for Women	The Gender Stocktake of State Sector Boards and Committees is undertaken annually by the Ministry for Women (Ministry of Women’s Affairs). We count the Ministerial appointments to state sector boards and committees as at 31 December 2014.The data is taken from CAB 51 forms which are produced annually by the Cabinet Office. Our stocktake includes appointments made to state sector boards and committees that are required to be considered by the Cabinet Appointments and Honours Committee (APH) or other Cabinet committees and appointments made by the Governor-General on the recommendation of a Minister. We do not count appointees who have been elected, appointed as members of professional groups without Ministerial right of approval, ex-officio members, or current Members of Parliament appointees. We also do not count temporary boards or committees which are established for a particular project, approximately 12-18 months, and are intended to disband as soon as the project is completed.	Spreadsheet,PDF	Annually	No	Creative Commons Attribution-Noncommercial 3.0 New Zealand licence
2014 Investment Statement: Managing the Crown's Balance Sheet	http://www.treasury.govt.nz/government/investmentstatements/2014/is14.xls	The Treasury	Tables, figures and their data from the 2014 Investment Statement.	spreadsheet	Annually	No	Creative Commons Attribution 4 0 International licence
21 Haast 15m DEM (NZSoSDEM v1.0)	https://koordinates.com/layer/3750-21-haast-15m-dem-nzsosdem-v10/	University of Otago - National School of Surveying	<p>NZSoSDEM v1.0 is a Digital Elevation Model (DEM) covering the whole of New Zealand at a spatial resolution of 15m, created by the School of Surveying by interpolating LINZ topographic vector data.<br /></p><p>The DEM was created as a series of 30 maps which extent correspond exactly with the LINZ Topo250 topographic map series.  Smaller regions can thus be obtained individually but also fit together seamlessly to create a full countrywide DEM.<br /></p><p>The accuracy of this product was comprehensively assessed using a statistically sound selection of 3791 check points throughout the country. The comparison of results with other available country-wide DEM demonstrate an improvement of NZDEM_SoS_v1.0 in terms of quality that comes in addition with a finer spatial resolution.<br /></p><p>A full description of the interpolation/assessment process can be found in the attached documentation: Columbus, J.; Sirguey, P. & Tenzer, R. (2011), 'A free, fully assessed 15-m DEM for New Zealand', Survey Quarterly 66, 16-19.<br /></p>	other geo,api	Other-Unknown	No	Creative Commons Attribution-Share Alike 3.0 licence
